# CKAL ROKET TAKIMI (Data loaded from a file)
# 2437 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.794,787.245,1757.245,201.552,201.553,-17.005,17.01,-0.227,5.24,5.245,357.526,0.108,0.427,38.4,34,0.057,9.374e-6,9.969,-0.172,88.35,180.997,1.223e4,2000,2.014,0.023,9.795,109.8,78.6,2.601,0,0,88.291,0.372,0.184,0.02,0.168,0.372,0.011,0.029,-3.026e-4,0,0,0,0,4.131e-4,6.063,180.023,3.578,819.5,0.001,333.467,0.605,1.831e7,12,110,0.049,0.089,0.023
4.843,797.13,1767.13,200.718,200.718,-16.972,16.987,-0.232,5.239,5.244,357.468,0.11,0.707,38.4,34,0.344,1.383e-5,-7.792,-0.049,87.892,180.825,1.223e4,2000,2.014,0.023,9.795,109.5,78.6,2.574,0,0,87.402,0.372,0.184,0.02,0.167,0.372,0.05,0.13,-3.96e-4,0,0,0,0,-2.535e-4,6.049,180.023,3.514,818.5,0.001,333.428,0.602,1.822e7,12,110,0.038,0.089,0.023
4.881,804.821,1774.821,200.067,200.067,-16.939,16.979,-0.236,5.238,5.243,357.411,0.122,1.161,38.4,34,0.573,1.482e-5,-2.636,-0.038,87.72,180.768,1.223e4,2000,2.014,0.023,9.795,109.3,78.6,2.557,0,0,86.732,0.371,0.184,0.02,0.167,0.372,0.076,0.194,1.823e-4,0,0,0,0,-2.932e-5,6.073,180.023,3.464,817.7,0.001,333.398,0.6,1.815e7,12,110,0.026,0.09,0.023
4.907,809.985,1779.985,199.63,199.63,-16.9,16.939,-0.239,5.236,5.241,357.411,0.139,1.147,38.4,34,0.573,1.46e-5,1.375,-0.034,87.663,180.768,1.223e4,2000,2.014,0.023,9.795,109.3,78.6,2.556,0,0,86.254,0.371,0.184,0.02,0.167,0.371,0.076,0.193,8.039e-5,0,0,0,0,8.261e-6,6.093,180.023,3.43,817.2,0.001,333.378,0.599,1.81e7,12,110,0.026,0.09,0.023
4.933,815.194,1785.194,199.189,199.189,-16.845,16.868,-0.242,5.233,5.239,357.354,0.158,0.874,38.4,34,0.458,1.585e-5,5.042,-0.037,87.777,180.825,1.223e4,2000,2.014,0.023,9.795,109.4,78.6,2.565,0,0,85.748,0.371,0.184,0.02,0.166,0.371,0.061,0.156,-3.241e-4,0,0,0,0,1.084e-4,6.121,180.023,3.396,816.7,0.001,333.357,0.598,1.805e7,12,110,0.032,0.09,0.023
4.966,821.649,1791.649,198.643,198.643,-16.766,16.767,-0.245,5.229,5.235,357.296,0.172,0.194,38.4,34,0.172,1.654e-5,7.964,-0.057,88.006,180.94,1.223e4,2000,2.014,0.023,9.795,109.6,78.6,2.589,0,0,85.117,0.371,0.185,0.02,0.166,0.371,0.023,0.06,-4.852e-4,0,0,0,0,2.714e-4,6.274,180.023,3.354,816,0.001,333.332,0.596,1.799e7,12,110,0.049,0.091,0.023
5.014,831.298,1801.298,197.83,197.83,-16.659,16.691,-0.251,5.223,5.229,357.239,0.157,1.038,38.4,34,0.344,1.93e-5,-6.818,-0.024,88.35,181.169,1.223e4,2000,2.014,0.023,9.795,109.5,78.6,2.573,0,0,84.274,0.37,0.185,0.02,0.166,0.37,0.045,0.117,-3.958e-4,0,0,0,0,-1.994e-4,6.686,180.023,3.292,815.1,0.001,333.294,0.594,1.791e7,12,110,0.044,0.091,0.023
5.058,839.983,1809.983,197.099,197.099,-16.587,16.669,-0.256,5.22,5.226,357.182,0.122,1.656,38.4,34,0.573,1.505e-5,-1.031,-0.005,88.522,181.284,1.223e4,2000,2.014,0.023,9.795,109.2,78.6,2.55,0,0,83.557,0.37,0.185,0.02,0.166,0.37,0.08,0.205,-7.553e-5,0,0,0,0,-4.352e-6,6.97,180.023,3.235,814.2,0.001,333.259,0.592,1.783e7,12,110,0.025,0.091,0.023
5.084,844.963,1814.963,196.68,196.68,-16.551,16.624,-0.258,5.219,5.225,357.182,0.113,1.557,38.4,34,0.573,1.393e-5,2.922,-0.005,88.522,181.284,1.223e4,2000,2.014,0.023,9.795,109.2,78.6,2.553,0,0,83.098,0.37,0.185,0.02,0.165,0.37,0.075,0.192,-2.285e-4,0,0,0,0,3.689e-5,6.956,180.023,3.203,813.7,0.001,333.24,0.591,1.778e7,12,110,0.027,0.092,0.022
5.111,850.291,1820.291,196.232,196.232,-16.517,16.558,-0.262,5.219,5.226,357.125,0.117,1.158,38.4,34,0.401,1.244e-5,6.417,-0.008,88.407,181.169,1.223e4,2000,2.014,0.023,9.795,109.4,78.6,2.566,0,0,82.58,0.369,0.185,0.019,0.165,0.369,0.053,0.136,-2.056e-4,0,0,0,0,1.801e-4,6.872,180.023,3.168,813.1,0.001,333.219,0.589,1.773e7,12,110,0.039,0.092,0.022
5.149,857.844,1827.844,195.596,195.596,-16.483,16.485,-0.266,5.221,5.228,357.067,0.128,0.247,38.4,34,0.01,1.171e-5,8.48,-0.573,88.121,180.997,1.223e4,2000,2.014,0.023,9.795,109.8,78.6,2.6,0,0,81.86,0.369,0.185,0.019,0.165,0.369,0.001,0.003,-1.594e-4,0,0,0,0,3.168e-4,6.604,180.023,3.119,812.4,0.001,333.189,0.587,1.767e7,12,110,0.05,0.092,0.022
5.199,867.603,1837.603,194.772,194.772,-16.441,16.446,-0.272,5.224,5.231,357.01,0.126,0.396,38.4,34,0.286,1.034e-5,-6.646,-0.031,87.72,180.825,1.223e4,2000,2.014,0.023,9.795,109.5,78.6,2.575,0,0,81.027,0.369,0.185,0.019,0.164,0.369,0.037,0.095,-2.715e-5,0,0,0,0,-1.958e-4,6.95,180.023,3.056,811.4,0.001,333.151,0.585,1.758e7,12,110,0.05,0.093,0.022
5.249,877.321,1847.321,193.951,193.951,-16.407,16.441,-0.277,5.226,5.233,356.953,0.116,1.068,38.4,34,0.573,9.047e-6,-0.917,-0.022,87.491,180.768,1.223e4,2000,2.014,0.023,9.795,109.2,78.6,2.549,0,0,80.219,0.368,0.185,0.019,0.164,0.368,0.076,0.194,2.697e-4,0,0,0,0,-3.993e-6,6.606,180.023,2.992,810.4,0.001,333.112,0.583,1.749e7,12,110,0.028,0.093,0.022
5.277,882.704,1852.704,193.496,193.496,-16.365,16.398,-0.281,5.226,5.233,356.953,0.117,1.033,38.4,34,0.516,8.033e-6,3.094,-0.022,87.548,180.825,1.223e4,2000,2.014,0.023,9.795,109.2,78.6,2.549,0,0,79.742,0.368,0.185,0.019,0.164,0.368,0.074,0.189,2.747e-4,0,0,0,0,4.233e-5,6.506,180.023,2.957,809.9,0.001,333.091,0.581,1.744e7,12,110,0.029,0.094,0.022
5.306,888.228,1858.228,193.029,193.029,-16.309,16.326,-0.284,5.225,5.233,356.895,0.124,0.75,38.4,34,0.401,6.406e-6,6.646,-0.028,87.663,180.883,1.223e4,2000,2.014,0.023,9.795,109.3,78.6,2.559,0,0,79.23,0.368,0.185,0.019,0.164,0.368,0.058,0.147,2.062e-4,0,0,0,0,2.005e-4,6.392,180.023,2.922,809.3,0.001,333.069,0.58,1.739e7,12,110,0.037,0.094,0.022
5.343,895.346,1865.346,192.428,192.428,-16.229,16.23,-0.288,5.223,5.231,356.838,0.131,0.173,38.4,34,0.172,7.46e-6,9.511,-0.057,87.949,180.997,1.223e4,2000,2.014,0.023,9.795,109.6,78.6,2.581,0,0,78.571,0.367,0.185,0.019,0.163,0.367,0.023,0.058,2.912e-4,0,0,0,0,4.118e-4,6.179,180.023,2.875,808.6,0.001,333.041,0.578,1.732e7,12,110,0.05,0.094,0.022
5.393,904.947,1874.947,191.619,191.619,-16.131,16.155,-0.294,5.22,5.229,356.781,0.125,0.882,38.4,34,0.286,6.996e-6,-8.652,-0.018,88.465,181.341,1.223e4,2000,2.014,0.023,9.795,109.4,78.6,2.568,0,0,77.761,0.367,0.185,0.019,0.163,0.367,0.041,0.106,-1.624e-4,0,0,0,0,-3.423e-4,6.153,180.023,2.813,807.6,0.001,333.003,0.576,1.724e7,12,110,0.05,0.094,0.022
5.443,914.508,1884.508,190.814,190.814,-16.058,16.139,-0.3,5.22,5.228,356.724,0.122,1.608,38.4,34,0.63,7.179e-7,-2.521,-0.008,88.751,181.685,1.223e4,2000,2.014,0.023,9.794,109.1,78.6,2.539,0,0,77.019,0.366,0.185,0.019,0.163,0.367,0.086,0.217,-9.32e-5,0,0,0,0,-2.94e-5,6.287,180.023,2.751,806.6,0.001,332.966,0.573,1.715e7,12,110,0.026,0.095,0.022
5.468,919.401,1889.401,190.403,190.403,-16.025,16.101,-0.303,5.221,5.23,356.666,0.136,1.561,38.4,34,0.63,-1.038e-6,1.49,-0.009,88.751,181.685,1.223e4,2000,2.014,0.023,9.794,109.1,78.6,2.54,0,0,76.596,0.366,0.185,0.019,0.163,0.367,0.083,0.212,-2.999e-4,0,0,0,0,1.062e-5,6.219,180.023,2.719,806.1,0.001,332.947,0.572,1.711e7,12,110,0.026,0.095,0.022
5.495,924.426,1894.426,189.98,189.98,-15.992,16.04,-0.306,5.223,5.232,356.666,0.158,1.241,38.4,34,0.458,-3.563e-7,5.099,-0.009,88.694,181.57,1.223e4,2000,2.014,0.023,9.794,109.2,78.6,2.551,0,0,76.134,0.366,0.185,0.019,0.162,0.366,0.065,0.164,2.361e-5,0,0,0,0,1.213e-4,6.089,180.023,2.686,805.6,0.001,332.927,0.571,1.706e7,12,110,0.034,0.095,0.022
5.529,930.93,1900.93,189.432,189.432,-15.956,15.969,-0.31,5.227,5.236,356.609,0.182,0.66,38.4,34,0.229,7.89e-7,8.079,-0.034,88.465,181.341,1.223e4,2000,2.014,0.023,9.794,109.5,78.6,2.574,0,0,75.543,0.366,0.185,0.018,0.162,0.366,0.029,0.075,4.429e-4,0,0,0,0,3.039e-4,6.017,180.023,2.644,805,0.001,332.901,0.569,1.7e7,12,110,0.05,0.096,0.022
5.579,940.382,1910.382,188.635,188.635,-15.922,15.925,-0.316,5.234,5.244,356.552,0.188,0.333,38.4,34,0.229,-2.708e-6,-7.907,-0.048,88.006,181.055,1.223e4,2000,2.014,0.023,9.794,109.4,78.6,2.57,0,0,74.752,0.365,0.185,0.018,0.162,0.365,0.033,0.084,-7.918e-6,0,0,0,0,-2.966e-4,5.884,180.023,2.583,804,0.001,332.864,0.567,1.692e7,12,110,0.05,0.096,0.022
5.629,949.793,1919.793,187.84,187.84,-15.895,15.932,-0.323,5.241,5.251,356.494,0.162,1.088,38.4,34,0.573,-9.551e-6,-2.75,-0.027,87.72,180.94,1.223e4,2000,2.014,0.023,9.794,109,78.6,2.539,0,0,74.028,0.365,0.185,0.018,0.161,0.365,0.08,0.204,-4.495e-4,0,0,0,0,-3.6e-5,5.616,180.023,2.521,803.1,0.001,332.827,0.565,1.683e7,12,110,0.028,0.096,0.021
5.657,955.115,1925.115,187.389,187.389,-15.864,15.907,-0.326,5.243,5.253,356.437,0.143,1.174,38.4,34,0.63,-1.041e-5,1.49,-0.029,87.72,180.94,1.223e4,2000,2.014,0.023,9.794,109,78.6,2.535,0,0,73.596,0.365,0.185,0.018,0.161,0.365,0.086,0.217,2.493e-4,0,0,0,0,1.063e-5,5.496,180.023,2.487,802.5,0.001,332.806,0.563,1.679e7,12,110,0.027,0.097,0.021
5.684,960.119,1930.119,186.966,186.966,-15.814,15.839,-0.329,5.245,5.255,356.38,0.132,0.888,38.4,34,0.516,-1.086e-5,5.099,-0.035,87.777,180.997,1.223e4,2000,2.014,0.023,9.794,109.1,78.6,2.545,0,0,73.155,0.364,0.185,0.018,0.161,0.365,0.068,0.174,-4.778e-4,0,0,0,0,1.264e-4,5.575,180.023,2.454,802,0.001,332.786,0.562,1.674e7,12,110,0.034,0.097,0.021
5.718,966.399,1936.399,186.435,186.435,-15.746,15.751,-0.334,5.246,5.257,356.38,0.126,0.365,38.4,34,0.286,-1.001e-5,8.136,-0.052,88.006,181.169,1.223e4,2000,2.014,0.023,9.794,109.4,78.6,2.566,0,0,72.6,0.364,0.185,0.018,0.161,0.364,0.035,0.089,-3.361e-4,0,0,0,0,3.199e-4,5.583,180.023,2.413,801.4,0.001,332.761,0.561,1.668e7,12,110,0.05,0.097,0.021
5.768,975.701,1945.701,185.65,185.65,-15.658,15.664,-0.34,5.247,5.258,356.322,0.128,0.403,38.4,34,0.115,-9.259e-6,-8.824,-0.057,88.465,181.513,1.223e4,2000,2.014,0.023,9.794,109.5,78.6,2.579,0,0,71.825,0.364,0.185,0.018,0.161,0.364,0.015,0.04,7.893e-6,0,0,0,0,-3.798e-4,5.339,180.023,2.353,800.4,0.001,332.725,0.558,1.66e7,12,110,0.05,0.098,0.021
5.818,984.964,1954.964,184.869,184.869,-15.589,15.623,-0.346,5.249,5.261,356.208,0.14,1.034,38.4,34,0.401,-4.739e-6,-5.844,-0.018,88.866,181.971,1.223e4,2000,2.014,0.023,9.794,109.2,78.6,2.55,0,0,71.108,0.363,0.185,0.018,0.16,0.364,0.057,0.146,8.869e-5,0,0,0,0,-1.693e-4,5.119,180.023,2.293,799.5,0.001,332.688,0.556,1.652e7,12,110,0.041,0.098,0.021
5.859,992.528,1962.528,184.231,184.231,-15.538,15.608,-0.351,5.253,5.265,356.151,0.17,1.474,38.4,34,0.63,1.523e-6,-0.745,-0.012,88.98,182.258,1.223e4,2000,2.014,0.023,9.794,109,78.6,2.531,0,0,70.554,0.363,0.185,0.018,0.16,0.364,0.087,0.219,4.011e-4,0,0,0,0,-2.819e-6,5.373,180.023,2.244,798.7,0.001,332.659,0.554,1.645e7,12,110,0.028,0.098,0.021
5.886,997.591,1967.591,183.804,183.804,-15.504,15.581,-0.355,5.257,5.268,356.151,0.201,1.549,38.4,34,0.688,1.468e-6,3.38,-0.014,88.98,182.143,1.223e4,2000,2.014,0.023,9.794,108.9,78.6,2.527,0,0,70.165,0.363,0.185,0.018,0.16,0.363,0.092,0.231,-3.808e-4,0,0,0,0,5.746e-5,5.633,180.023,2.211,798.2,0.001,332.639,0.553,1.641e7,12,110,0.026,0.099,0.021
5.912,1002.415,1972.415,183.397,183.397,-15.472,15.529,-0.358,5.261,5.273,356.093,0.233,1.335,38.4,34,0.573,8.256e-7,7.219,-0.023,88.808,181.914,1.223e4,2000,2.014,0.023,9.794,109,78.6,2.536,0,0,69.758,0.363,0.186,0.018,0.16,0.363,0.078,0.197,3.894e-4,0,0,0,0,2.591e-4,5.789,180.023,2.179,797.7,0.001,332.62,0.552,1.636e7,12,110,0.031,0.099,0.021
5.944,1008.097,1978.097,182.918,182.918,-15.439,15.459,-0.362,5.268,5.28,356.093,0.262,0.789,38.4,34,0.286,2.505e-6,10.313,-0.051,88.522,181.513,1.223e4,2000,2.014,0.023,9.794,109.3,78.6,2.558,0,0,69.261,0.362,0.186,0.018,0.159,0.363,0.041,0.105,6.023e-5,0,0,0,0,5.344e-4,5.852,180.023,2.142,797.2,0.001,332.597,0.55,1.631e7,12,110,0.047,0.099,0.021
5.99,1016.592,1986.592,182.2,182.2,-15.426,15.437,-0.368,5.279,5.292,356.036,0.267,0.597,38.4,34,0.401,0,-10.027,-0.057,88.064,181.169,1.223e4,2000,2.014,0.023,9.794,109.2,78.6,2.551,0,0,68.586,0.362,0.186,0.017,0.159,0.362,0.051,0.13,-3.82e-5,0,0,0,0,-5.091e-4,5.253,180.023,2.087,796.3,0.001,332.564,0.548,1.624e7,12,110,0.048,0.1,0.021
6.038,1025.229,1995.229,181.467,181.467,-15.407,15.457,-0.374,5.289,5.302,355.979,0.226,1.24,38.4,34,0.688,-4.927e-6,-3.896,-0.04,87.72,180.997,1.223e4,2000,2.014,0.023,9.794,108.9,78.6,2.522,0,0,67.979,0.362,0.186,0.017,0.159,0.362,0.095,0.24,9.929e-5,0,0,0,0,-7.67e-5,5.253,180.023,2.031,795.4,0.001,332.53,0.546,1.616e7,12,110,0.026,0.1,0.021
6.064,1029.939,1999.939,181.067,181.067,-15.384,15.444,-0.377,5.293,5.307,355.921,0.2,1.364,38.4,34,0.745,-6.32e-6,0.229,-0.036,87.663,180.997,1.223e4,2000,2.014,0.023,9.794,108.8,78.6,2.517,0,0,67.628,0.362,0.186,0.017,0.159,0.362,0.104,0.262,3.727e-4,0,0,0,0,2.987e-7,5.162,180.023,2,795,0.001,332.511,0.545,1.612e7,12,110,0.024,0.1,0.021
6.087,1034.274,2004.274,180.699,180.699,-15.356,15.418,-0.381,5.296,5.31,355.864,0.176,1.386,38.4,34,0.745,-5.349e-6,4.297,-0.04,87.72,181.055,1.223e4,2000,2.014,0.023,9.794,108.8,78.6,2.515,0,0,67.289,0.361,0.186,0.017,0.158,0.362,0.106,0.266,-3.135e-4,0,0,0,0,9.561e-5,4.912,180.023,1.972,794.5,0.001,332.494,0.544,1.608e7,12,110,0.024,0.101,0.021
6.111,1038.554,2008.554,180.335,180.335,-15.311,15.35,-0.384,5.299,5.313,355.864,0.158,1.098,38.4,34,0.63,-4.85e-6,8.079,-0.046,87.834,181.169,1.223e4,2000,2.014,0.023,9.794,108.9,78.6,2.527,0,0,66.918,0.361,0.186,0.017,0.158,0.362,0.086,0.218,-4.368e-4,0,0,0,0,3.37e-4,4.845,180.023,1.944,794.1,0.001,332.477,0.543,1.604e7,12,110,0.029,0.101,0.021
6.14,1043.791,2013.791,179.891,179.891,-15.244,15.249,-0.388,5.301,5.315,355.807,0.147,0.404,38.4,34,0.286,-4.905e-6,11.001,-0.057,88.121,181.341,1.223e4,2000,2.014,0.023,9.794,109.3,78.6,2.557,0,0,66.456,0.361,0.186,0.017,0.158,0.361,0.039,0.098,1.222e-4,0,0,0,0,6.288e-4,5.008,180.023,1.91,793.6,0.001,332.457,0.541,1.599e7,12,110,0.044,0.102,0.021
6.184,1051.622,2021.622,179.228,179.228,-15.166,15.178,-0.393,5.304,5.318,355.749,0.15,0.611,38.4,34,0.229,-6.091e-6,-11.115,-0.057,88.637,181.857,1.223e4,2000,2.014,0.023,9.794,109.3,78.6,2.56,0,0,65.855,0.361,0.186,0.017,0.158,0.361,0.032,0.084,-4.603e-4,0,0,0,0,-6.49e-4,5.078,180.023,1.859,792.9,0.001,332.426,0.539,1.593e7,12,110,0.05,0.102,0.02
6.234,1060.564,2030.564,178.471,178.471,-15.107,15.174,-0.4,5.309,5.324,355.692,0.182,1.421,38.4,34,0.688,-7.649e-6,-6.016,-0.021,89.095,182.716,1.223e4,2000,2.014,0.023,9.794,108.9,78.6,2.522,0,0,65.25,0.36,0.186,0.017,0.158,0.361,0.09,0.228,3.51e-4,0,0,0,0,-1.916e-4,5.032,180.023,1.801,792,0.001,332.391,0.537,1.585e7,12,110,0.028,0.102,0.02
6.262,1065.62,2035.62,178.043,178.043,-15.078,15.166,-0.404,5.313,5.328,355.635,0.214,1.627,38.4,34,0.745,-9.047e-6,-1.719,-0.02,89.21,183.003,1.223e4,2000,2.014,0.023,9.794,108.7,78.6,2.513,0,0,64.898,0.36,0.186,0.017,0.157,0.361,0.106,0.265,2.091e-4,0,0,0,0,-1.528e-5,5.055,180.023,1.768,791.5,0.001,332.371,0.536,1.58e7,12,110,0.025,0.103,0.02
6.287,1069.983,2039.983,177.674,177.674,-15.051,15.141,-0.407,5.317,5.333,355.635,0.248,1.647,38.4,34,0.802,-9.058e-6,2.349,-0.025,89.21,182.945,1.223e4,2000,2.014,0.023,9.794,108.7,78.6,2.511,0,0,64.575,0.36,0.186,0.017,0.157,0.361,0.107,0.27,-3.655e-5,0,0,0,0,2.982e-5,5.152,180.023,1.74,791.1,0.001,332.353,0.535,1.576e7,12,110,0.024,0.103,0.02
6.311,1074.292,2044.292,177.309,177.309,-15.023,15.083,-0.41,5.323,5.339,355.578,0.28,1.348,38.4,34,0.63,-9.185e-6,6.131,-0.033,89.095,182.602,1.223e4,2000,2.014,0.023,9.794,108.9,78.6,2.523,0,0,64.209,0.36,0.186,0.017,0.157,0.36,0.087,0.219,1.711e-4,0,0,0,0,2.009e-4,5.047,180.023,1.712,790.7,0.001,332.336,0.534,1.573e7,12,110,0.03,0.104,0.02
6.341,1079.61,2049.61,176.858,176.858,-14.994,15.007,-0.414,5.331,5.347,355.578,0.307,0.61,38.4,34,0.286,-9.322e-6,8.938,-0.057,88.866,182.029,1.223e4,2000,2.014,0.023,9.794,109.3,78.6,2.556,0,0,63.737,0.359,0.186,0.017,0.157,0.36,0.035,0.089,4.042e-4,0,0,0,0,4.325e-4,4.621,180.023,1.678,790.2,0.001,332.315,0.532,1.568e7,12,110,0.045,0.104,0.02
6.386,1087.561,2057.561,176.183,176.184,-14.966,14.969,-0.42,5.344,5.36,355.52,0.313,0.282,38.4,34,0.229,-8.927e-6,-8.995,-0.115,88.407,181.513,1.223e4,2000,2.014,0.023,9.794,109.3,78.6,2.559,0,0,63.139,0.359,0.186,0.017,0.157,0.359,0.029,0.076,-3.244e-5,0,0,0,0,-4.404e-4,4.434,180.023,1.626,789.4,0.001,332.284,0.53,1.561e7,12,110,0.05,0.105,0.02
6.436,1096.351,2066.351,175.435,175.436,-14.945,14.979,-0.427,5.357,5.374,355.463,0.283,1.014,38.4,34,0.63,-1.082e-5,-4.584,-0.052,88.064,181.284,1.223e4,2000,2.014,0.023,9.794,108.9,78.6,2.524,0,0,62.548,0.359,0.186,0.017,0.156,0.359,0.083,0.211,-1.123e-4,0,0,0,0,-1.15e-4,4.269,180.023,1.569,788.6,0.001,332.25,0.528,1.553e7,12,110,0.032,0.105,0.02
6.468,1101.948,2071.948,174.958,174.959,-14.917,14.958,-0.431,5.364,5.382,355.406,0.253,1.103,38.4,34,0.688,-9.878e-6,-0.286,-0.05,88.006,181.284,1.223e4,2000,2.014,0.023,9.794,108.8,78.6,2.519,0,0,62.149,0.359,0.186,0.016,0.156,0.359,0.091,0.228,2.894e-4,0,0,0,0,-4.135e-7,4.303,180.023,1.532,788,9.99e-4,332.227,0.527,1.548e7,12,110,0.03,0.106,0.02
6.498,1107.142,2077.142,174.516,174.516,-14.876,14.902,-0.436,5.37,5.388,355.348,0.228,0.887,38.4,34,0.573,-1.168e-5,3.438,-0.055,88.064,181.341,1.223e4,2000,2.014,0.023,9.794,108.9,78.6,2.528,0,0,61.746,0.358,0.186,0.016,0.156,0.359,0.075,0.19,-4.796e-4,0,0,0,0,6.538e-5,4.449,180.023,1.499,787.5,9.99e-4,332.207,0.525,1.544e7,12,110,0.036,0.107,0.02
6.534,1113.392,2083.392,173.983,173.983,-14.811,14.812,-0.44,5.376,5.394,355.291,0.213,0.204,38.4,34,0.172,-1.052e-5,6.188,-0.115,88.236,181.513,1.223e4,2000,2.014,0.023,9.794,109.3,78.6,2.56,0,0,61.25,0.358,0.186,0.016,0.156,0.358,0.026,0.066,-3.604e-4,0,0,0,0,2.134e-4,4.97,180.023,1.458,786.9,9.98e-4,332.182,0.524,1.538e7,12,110,0.05,0.107,0.02
6.584,1122.072,2092.072,173.245,173.245,-14.739,14.749,-0.447,5.385,5.403,355.234,0.222,0.559,38.4,34,0.229,-1.061e-5,-5.73,-0.057,88.522,181.914,1.223e4,2000,2.014,0.023,9.794,109.2,78.6,2.555,0,0,60.631,0.358,0.186,0.016,0.155,0.358,0.031,0.08,1.304e-4,0,0,0,0,-1.832e-4,5.291,180.023,1.402,786.1,9.97e-4,332.148,0.522,1.531e7,12,110,0.05,0.107,0.02
6.634,1130.716,2100.716,172.509,172.509,-14.684,14.709,-0.454,5.394,5.413,355.177,0.254,0.848,38.4,34,0.401,-1.36e-5,-2.349,-0.028,88.751,182.201,1.223e4,2000,2.014,0.023,9.794,109.1,78.6,2.54,0,0,60.025,0.357,0.186,0.016,0.155,0.358,0.054,0.137,-4.62e-5,0,0,0,0,-3.092e-5,5.185,180.023,1.345,785.3,9.97e-4,332.114,0.52,1.523e7,12,110,0.05,0.108,0.02
6.684,1139.323,2109.323,171.776,171.776,-14.634,14.659,-0.461,5.406,5.425,355.119,0.291,0.863,38.4,34,0.401,-1.894e-5,1.662,-0.021,88.751,182.201,1.223e4,2000,2.014,0.023,9.794,109,78.6,2.538,0,0,59.411,0.357,0.186,0.016,0.155,0.357,0.056,0.141,3.038e-4,0,0,0,0,1.588e-5,5.196,180.023,1.289,784.4,9.96e-4,332.08,0.517,1.516e7,12,110,0.05,0.108,0.02
6.734,1147.874,2117.874,171.047,171.048,-14.586,14.601,-0.468,5.42,5.44,355.062,0.325,0.644,38.4,34,0.286,-2.077e-5,5.157,-0.033,88.579,181.857,1.223e4,2000,2.014,0.023,9.794,109.2,78.6,2.548,0,0,58.791,0.357,0.186,0.016,0.155,0.357,0.039,0.099,-3.218e-4,0,0,0,0,1.536e-4,5.372,180.023,1.234,783.6,9.95e-4,332.047,0.515,1.508e7,12,110,0.05,0.109,0.02
6.784,1156.408,2126.408,170.319,170.319,-14.55,14.55,-0.475,5.435,5.456,355.005,0.343,0.072,38.4,34,0.04,-2.072e-5,-6.532,-0.286,88.293,181.513,1.223e4,2000,2.014,0.023,9.794,109.4,78.6,2.57,0,0,58.171,0.356,0.186,0.016,0.154,0.356,0.005,0.014,1.287e-4,0,0,0,0,-2.481e-4,5.296,180.023,1.178,782.8,9.94e-4,332.013,0.513,1.501e7,12,110,0.05,0.109,0.019
6.834,1164.906,2134.906,169.592,169.593,-14.519,14.524,-0.482,5.45,5.472,354.947,0.335,0.389,38.4,34,0.286,-2.104e-5,-4.641,-0.044,88.006,181.341,1.223e4,2000,2.014,0.023,9.794,109.1,78.6,2.545,0,0,57.591,0.356,0.186,0.016,0.154,0.356,0.042,0.107,-1.965e-4,0,0,0,0,-1.273e-4,5.32,180.023,1.123,782,9.93e-4,331.98,0.511,1.493e7,12,110,0.05,0.109,0.019
6.884,1173.368,2143.368,168.867,168.867,-14.484,14.498,-0.49,5.465,5.487,354.89,0.311,0.65,38.4,34,0.458,-1.986e-5,-0.974,-0.03,87.834,181.227,1.223e4,2000,2.014,0.023,9.794,108.9,78.6,2.53,0,0,57.019,0.356,0.186,0.016,0.154,0.356,0.063,0.16,1.452e-4,0,0,0,0,-5.614e-6,5.249,180.023,1.068,781.2,9.92e-4,331.946,0.509,1.486e7,12,110,0.046,0.11,0.019
6.929,1181.07,2151.07,168.206,168.206,-14.439,14.453,-0.496,5.477,5.499,354.833,0.285,0.646,38.4,34,0.458,-2.561e-5,3.094,-0.031,87.892,181.341,1.223e4,2000,2.014,0.023,9.794,108.9,78.6,2.53,0,0,56.48,0.355,0.186,0.016,0.153,0.356,0.063,0.159,3.573e-4,0,0,0,0,5.738e-5,5.059,180.023,1.018,780.4,9.92e-4,331.916,0.507,1.479e7,12,110,0.046,0.11,0.019
